Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
14,FAM126A,-0.27,23.4,3.37E-13
14,CYTH1,-0.64,62.1,3.78E-13
14,PCED1B,-0.35,16.4,4.16E-13
14,SLFN12L,-0.27,45.4,4.19E-13
14,SLC9A9,-0.31,4.8,4.66E-13
14,PSMB9,-0.67,86.2,4.75E-13
14,PSMB8-AS1,-0.78,40.5,4.98E-13
14,CMTM3,-0.26,13.4,5.22E-13
14,CEACAM7,0.29,10.8,7.81E-13
14,JMJD6,-0.25,78.4,8.75E-13
14,RPL23A,-0.39,100,9.88E-13
14,SNHG6,-0.32,73.6,1.14E-12
14,UBASH3A,-0.27,7.1,1.16E-12
14,ZNF638,-0.28,93.3,1.30E-12
14,MACF1,-0.85,87,1.34E-12
14,TNF,-0.63,12.3,1.52E-12
14,SAMHD1,-0.4,59.5,1.86E-12
14,IL18RAP,-0.35,5.2,2.15E-12
14,PER1,-0.44,37.2,2.48E-12
14,LAX1,-0.28,20.8,2.50E-12
14,RPL34,-0.49,100,3.08E-12
14,PECAM1,-0.54,46.1,3.35E-12
14,GPR15,-0.43,2.6,3.71E-12
14,DCAF8,-0.27,83.3,4.06E-12
14,ADORA2A,-0.34,8.6,4.22E-12
14,DCTN6,-0.42,79.6,4.66E-12
14,RGCC,-1.06,37.5,5.85E-12
14,RGS2,-1.34,68,5.88E-12
14,METTL23,-0.29,66.2,6.30E-12
14,CXCL13,-1.03,3,6.61E-12
14,RIN3,-0.29,21.2,7.35E-12
14,COL1A2,-0.29,37.5,7.73E-12
14,ST6GALNAC6,-0.42,34.6,8.84E-12
14,MTF2,-0.34,76.6,9.15E-12
14,C10ORF128,-0.45,6.7,9.39E-12
14,ARRB2,-0.39,47.6,9.78E-12
14,PLCG2,-0.49,23.4,1.04E-11
14,PBXIP1,-0.58,54.6,1.09E-11
14,ARL6IP5,-0.68,94.1,1.11E-11
14,CEACAM21,-0.29,3.3,1.18E-11
14,NSMAF,-0.26,58.4,1.51E-11
14,CD82,-0.27,89.2,1.67E-11
14,SON,-0.47,96.3,1.72E-11
14,TNFRSF18,-0.91,15.2,1.78E-11
14,ADHFE1,-0.31,3.3,1.90E-11
14,TXK,-0.51,19.3,2.00E-11
14,CNOT7,-0.26,87.4,2.08E-11
14,PPM1K,-0.42,56.9,2.19E-11
14,TNFSF14,-0.33,18.2,2.26E-11
14,ANKRD12,-0.79,87,2.54E-11
14,NIN,-0.46,33.5,3.61E-11
14,CFLAR,-0.77,98.9,3.84E-11
14,ITCH,-0.43,74,4.23E-11
14,ALG13,-0.36,80.3,4.75E-11
14,REL,-0.54,96.7,4.79E-11
14,CD79B,-0.64,9.7,4.79E-11
14,ADGRE5,-1.07,88.8,4.83E-11
14,KIAA1551,-0.77,72.1,4.93E-11
14,PPM1M,-0.28,10.8,5.33E-11
14,RPL21,-0.37,100,5.37E-11
14,MRFAP1L1,-0.26,74.3,5.47E-11
14,CD40LG,-0.37,7.8,5.52E-11
14,MIR155HG,-0.35,7.4,6.17E-11
14,UBA52,-0.4,99.3,6.57E-11
14,C3AR1,-0.29,5.6,6.63E-11
14,MAGEH1,-0.5,11.2,6.78E-11
14,GAB3,-0.4,21.9,6.87E-11
14,TNRC6B,-0.48,84,7.49E-11
14,SRSF7,-0.71,99.3,8.69E-11
14,SGK1,-0.5,71,8.95E-11
14,CD27,-1.19,41.3,9.05E-11
14,CNOT6L,-0.73,67.7,9.11E-11
14,FOXN3,-0.54,57.6,9.49E-11
14,G0S2,-1.01,30.5,9.51E-11
14,DGKA,-0.86,70.6,1.27E-10
14,ADA,-0.47,24.9,1.53E-10
14,TESPA1,-0.45,26.8,1.55E-10
14,CEP57,-0.29,79.2,1.73E-10
14,CCL3L3,-1.44,18.6,1.86E-10
14,RAB8B,-0.38,34.6,2.19E-10
14,CCND3,-0.85,64.3,2.43E-10
14,FGL2,-0.33,17.1,2.47E-10
14,IL32,-1.16,97.8,2.49E-10
14,AOAH,-0.41,34.9,2.49E-10
14,MIR663AHG,-0.61,82.5,2.56E-10
14,PLEKHO1,-0.31,6.7,2.61E-10
14,PPIP5K2,-0.26,78.4,2.71E-10
14,FAM49A,-0.31,7.8,2.87E-10
14,ATF7IP,-0.68,88.8,2.98E-10
14,SEMA4D,-0.47,51.3,3.20E-10
14,CDC14A,-0.41,27.5,3.78E-10
14,AHNAK,-0.51,86.6,4.00E-10
14,JAK1,-0.44,88.8,4.47E-10
14,CX3CR1,-0.39,10.4,4.66E-10
14,HLA-DQB1,-1.26,38.7,4.67E-10
14,CD38,-0.51,28.3,5.29E-10
14,ITGAM,-0.26,7.1,5.38E-10
14,KLRC2,-0.67,6.3,5.75E-10
14,RNF10,-0.32,89.2,6.17E-10
14,PFDN5,-0.57,99.6,6.25E-10
14,FASLG,-0.47,12.3,6.50E-10
14,ICAM2,-0.72,42,6.76E-10
14,DPYD,-0.28,39.8,7.66E-10
14,HLA-DRB1,-0.62,59.1,7.90E-10
14,SH3BP5,-0.36,27.5,9.43E-10
14,LAIR2,-0.41,1.9,9.98E-10
14,FCER1G,-2.14,26.4,1.04E-09
14,DENND4A,-0.62,49.1,1.33E-09
14,KIR2DL4,-0.6,5.2,1.52E-09
14,RAB27A,-0.63,36.1,1.57E-09
14,XCL2,-0.29,0.7,1.58E-09
14,NCF1,-0.43,20.4,1.62E-09
14,GPATCH8,-0.35,75.5,1.75E-09
14,SNX2,-0.28,73.6,1.78E-09
14,AFF4,-0.25,82.2,1.94E-09
14,LAT2,-0.61,39.8,2.01E-09
14,SLU7,-0.29,78.8,2.04E-09
14,USP47,-0.26,79.2,2.22E-09
14,SAMD9L,-0.59,36.4,2.39E-09
14,ARHGAP4,-0.59,51.7,2.42E-09
14,ARPP19,-0.27,83.3,2.49E-09
14,TNFRSF9,-0.57,49.4,2.58E-09
14,GTF2B,-0.3,81,2.66E-09
14,ZNF410,-0.28,75.5,2.70E-09
14,AP1M1,-0.41,75.8,2.72E-09
14,CDC27,-0.34,71.4,2.83E-09
14,RPL28,-0.31,100,2.98E-09
14,ITFG2,-0.25,56.9,3.04E-09
14,CCR6,-0.36,17.5,3.37E-09
14,SUSD3,-0.5,13.8,3.41E-09
14,TIPARP,-0.26,68,3.63E-09
14,IL12RB2,-0.27,10.4,4.05E-09
14,GOLGA8B,-0.68,63.9,4.12E-09
14,STX8,-0.33,58,4.62E-09
14,ELP2,-0.41,80.3,5.19E-09
14,RPL23,-0.37,98.9,5.20E-09
14,HLA-DQA1,-0.86,62.5,5.29E-09
14,CTLA4,-0.82,13.8,5.35E-09
14,ITGA5,-0.28,13,5.62E-09
14,NOTCH2NL,-0.44,80.7,5.79E-09
14,PNPLA8,-0.29,75.8,6.01E-09
14,CD160,-0.46,19.7,6.22E-09
14,OFD1,-0.27,86.2,6.61E-09
14,NCR3,-0.4,3,7.55E-09
14,RDX,-0.47,17.1,7.59E-09
14,RAB37,-0.33,18.2,7.78E-09
14,STOM,-0.62,59.9,8.11E-09
14,RBL2,-0.65,66.5,8.54E-09
14,ENTPD1,-0.44,37.9,8.86E-09
14,PTGER2,-0.41,18.6,1.20E-08
14,ZRANB2,-0.26,89.2,1.22E-08
14,TNFRSF4,-0.97,13.4,1.25E-08
14,LITAF,-1.05,92.2,1.26E-08
14,KMT2E,-0.72,95.9,1.30E-08
14,BTN3A2,-0.66,77.7,1.88E-08
14,TNFAIP8L2,-0.27,2.2,2.20E-08
14,PRKCQ-AS1,-0.55,13.8,2.62E-08
14,RGL4,-0.28,15.6,2.93E-08
14,IL1RN,-0.48,28.6,3.19E-08
14,RHOF,-0.33,42.8,3.27E-08
14,CNTRL,-0.56,56.1,3.51E-08
14,BEX4,-0.37,9.7,3.64E-08
14,MCL1,-0.59,95.2,3.82E-08
14,RPL18A,-0.3,100,3.85E-08
14,IL2RA,-0.72,24.2,4.00E-08
14,SNHG5,-0.31,90,4.49E-08
14,KLRC1,-0.99,19.7,4.79E-08
14,QRICH1,-0.26,76.6,5.09E-08
14,BLOC1S2,-0.26,69.9,5.18E-08
14,CCL3,-1.8,24.9,5.27E-08
14,CREBBP,-0.38,64.3,5.30E-08
14,OAZ1,-0.28,100,5.90E-08
14,HMGN2,0.34,97.4,5.93E-08
14,LY96,-0.29,3,6.32E-08
14,SH3KBP1,-0.68,80.3,6.51E-08
14,RPS15,-0.33,100,8.32E-08
14,VAMP5,-0.52,24.5,8.59E-08
14,MAL,-0.37,3.3,9.34E-08
14,RPLP1,-0.29,100,9.80E-08
14,LST1,-0.89,39,1.10E-07
14,NELL2,-0.31,6.7,1.14E-07
14,MNDA,-0.45,4.5,1.17E-07
14,CXORF21,-0.28,7.8,1.30E-07
14,CD58,-0.32,74.7,1.35E-07
14,CEP350,-0.26,77.7,1.35E-07
14,HK3,-0.35,1.1,1.37E-07
14,PARP8,-0.89,81,1.39E-07
14,C17ORF62,-0.67,69.5,1.55E-07
14,HERC1,-0.64,71.7,1.56E-07
14,KLRF1,-0.69,5.2,1.68E-07
14,CD86,-0.36,4.8,1.70E-07
14,CD99,-0.57,90.7,1.75E-07
14,SFXN1,-0.3,75.1,1.78E-07
14,MDM2,-0.27,90.3,1.84E-07
14,LEPROTL1,-0.91,82.9,1.95E-07
14,ATP1B3,-0.41,95.5,1.97E-07
14,FGFBP2,-0.91,9.7,1.98E-07
14,ITSN2,-0.67,76.6,2.12E-07
14,SDR39U1,-0.29,66.9,2.14E-07
14,MYL6,-0.29,100,2.15E-07
14,CRLF3,-0.48,68.8,2.19E-07
14,PITPNC1,-0.41,24.5,2.19E-07
14,BATF,-0.95,32,2.31E-07
14,NCK1,-0.27,72.5,2.45E-07
14,CCDC82,-0.27,53.2,2.68E-07
14,SMCHD1,-0.82,84,2.90E-07
14,BTLA,-0.29,6.7,2.96E-07
14,EHD1,-0.54,71.7,3.03E-07
14,ARID5B,-0.38,85.1,3.11E-07
14,MFSD14A,-0.31,68.8,3.15E-07
14,SLC16A7,-0.28,38.3,3.16E-07
14,KLF2,-0.37,33.1,3.27E-07
14,CALHM2,-0.32,12.3,3.30E-07
14,CNOT2,-0.27,90.3,3.52E-07
14,RNF213,-0.57,94.8,3.54E-07
14,CTSD,-0.32,98.1,3.62E-07
14,OSM,-0.42,5.6,3.69E-07
14,RBM6,-0.53,86.6,3.77E-07
14,CASP1,-0.67,44.6,3.99E-07
14,SCAPER,-0.32,66.9,4.32E-07
14,VPS8,-0.33,56.1,4.42E-07
14,KLF6,-0.65,99.3,4.53E-07
14,ATG16L2,-0.57,27.9,4.88E-07
14,CORO7,-0.46,56.5,4.99E-07
14,SYNRG,-0.41,65.1,5.04E-07
14,RPS19,-0.31,100,5.12E-07
14,LINC00937,-0.34,46.5,5.20E-07
14,ATP8B4,-0.32,13,5.39E-07
14,TMIGD2,-0.31,6.7,5.39E-07
14,SP140L,-0.4,45.4,5.46E-07
14,PPP2R2B,-0.34,25.7,5.90E-07
14,FOSB,-0.27,93.7,6.68E-07
14,SLFN5,-0.26,59.9,6.93E-07
14,FCGR2C,-0.28,3.7,6.99E-07
14,ZNF800,-0.28,74,7.59E-07
14,SFPQ,-0.27,95.5,7.84E-07
14,FAS,-0.53,32.3,7.95E-07
14,C1ORF56,-0.32,48,8.08E-07
14,PATL2,-0.6,35.3,8.92E-07
14,ARAP2,-0.52,55.8,9.18E-07
14,HNRNPLL,-0.33,69.1,9.43E-07
14,LIME1,-0.73,39,9.44E-07
14,ZNF683,-0.46,4.5,9.51E-07
14,TC2N,-0.84,72.5,9.70E-07
14,CXXC1,-0.25,52,9.87E-07
14,CCDC66,-0.28,66.9,1.02E-06
14,LILRB2,-0.3,9.3,1.05E-06
14,DIAPH1,-0.27,79.2,1.08E-06
14,TOX4,-0.25,86.2,1.09E-06
14,LSM14A,-0.26,85.5,1.14E-06
14,TMC6,-0.54,65.8,1.15E-06
14,PRDM2,-0.38,64.3,1.18E-06
14,ZFP36L2,-0.57,95.5,1.24E-06
14,RPS15A,-0.34,99.6,1.27E-06
14,DDX17,-0.67,96.7,1.30E-06
14,IL18R1,-0.28,14.9,1.32E-06
14,ADPGK,-0.3,77.7,1.43E-06
14,USP34,-0.28,84.8,1.48E-06
14,CTSL,-0.5,39.4,1.61E-06
14,ZC3H7A,-0.26,64.7,1.78E-06
14,RPL13,-0.25,100,1.83E-06
14,CLEC12A,-0.49,5.9,1.88E-06
14,ADD3,-0.33,90.3,1.89E-06
14,MYL12A,-0.38,100,2.02E-06
14,SCPEP1,-0.33,52.8,2.16E-06
14,CALM1,-0.35,100,2.17E-06
14,IVNS1ABP,-0.25,93.7,2.29E-06
14,NEMF,-0.33,87.7,2.42E-06
14,CLEC7A,-0.49,29.4,2.53E-06
14,GCC2,-0.32,95.5,2.72E-06
14,AIF1,-1.19,10.8,2.74E-06
14,SEPT2,-0.27,98.9,2.75E-06
14,DERL3,-0.64,21.6,3.06E-06
14,UTRN,-0.72,81,3.10E-06
14,ZNF131,-0.28,76.6,3.22E-06
14,NFE2L2,-0.34,93.3,3.23E-06
14,ANKHD1,-0.28,87,3.26E-06
14,TCIRG1,-0.63,62.5,3.65E-06
14,CLEC4A,-0.25,4.8,3.81E-06
14,CASP8,-0.68,80.3,3.91E-06
14,ZNF101,-0.4,53.5,3.96E-06
14,PILRA,-0.3,4.1,4.25E-06
14,MEF2C,-0.6,13.8,4.25E-06
14,PTPN6,-0.79,63.2,4.67E-06
14,ARID4A,-0.33,77.3,5.34E-06
14,BCAS2,-0.4,84,5.39E-06
14,AKIRIN2,-0.36,70.6,5.46E-06
14,TROVE2,-0.26,92.6,5.66E-06
14,IGSF6,-0.29,27.1,5.78E-06
14,GPR18,-0.49,19,5.88E-06
14,BCL2L11,-0.32,58.4,5.90E-06
14,CA5B,-0.34,75.5,5.97E-06
14,NABP1,-0.57,91.4,6.39E-06
14,SLTM,-0.36,91.8,6.90E-06
14,NFKBID,-0.6,34.2,6.93E-06
14,BBX,-0.35,84,7.15E-06
14,CD101,-0.33,8.9,7.19E-06
14,BAZ1A,-0.3,82.9,7.60E-06
14,TAF15,-0.37,53.9,7.76E-06
14,PIK3R1,-1.05,65.8,7.80E-06
14,SPON2,-0.32,46.1,8.20E-06
14,PLPP1,-0.26,36.1,8.25E-06
14,LUC7L,-0.26,71.7,8.60E-06
14,NLRC5,-0.74,73.2,8.66E-06
14,CD83,-0.98,48.7,9.46E-06
14,SYTL1,-0.46,43.5,9.63E-06
14,DUSP2,-1.01,69.9,9.94E-06
14,ARIH2,-0.26,85.9,9.99E-06
17,FABP1,3.1,68.6,0
17,PHGR1,2.91,91.9,0
17,KRT20,2.73,71.9,0
17,HIST1H3C,2.53,50,0
17,HIST1H2BB,2.4,37.1,0
17,GUCA2B,2.3,35.2,0
17,MT1G,2.17,52.9,0
17,CA4,1.8,45.2,0
17,MS4A12,1.61,35.7,0
17,SLC26A3,1.59,58.1,0
17,CEACAM7,1.52,53.8,0
17,EPS8L3,1.35,82.4,0
17,FAM3D,1.31,70.5,0
17,C19ORF33,1.18,72.9,0
17,CDHR5,1.17,81,0
17,MT1H,0.75,30,0
17,MYO7B,0.74,72.9,0
17,NXPE1,0.62,41,0
17,GPT,0.5,37.1,0
17,C6ORF222,0.38,53.8,0
17,GUCA2A,2.91,46.2,3.04E-301
17,MUC4,1.03,75.7,1.31E-299
17,HSD11B2,1.06,62.9,1.93E-298
17,TSPAN1,2.13,77.6,4.62E-298
17,CLDN3,2.24,95.2,3.04E-291
17,AQP8,1.23,30.5,8.30E-280
17,ENTPD8,0.39,31,9.50E-277
17,SLC44A4,1.35,86.2,4.22E-270
17,HIST1H2AM,2.41,66.7,5.78E-263
17,CLCA4,0.91,35.2,1.73E-262
17,MUC12,1.35,91.4,1.44E-257
17,NXPE4,0.73,40.5,6.88E-253
17,HIST1H4B,1.12,38.1,1.99E-250
17,KLF5,0.76,85.2,2.76E-246
17,CDHR2,0.56,41,1.53E-240
17,BAIAP2L2,0.42,55.7,2.31E-238
17,CEACAM5,2,93.8,5.86E-238
17,AMN,0.33,53.8,4.19E-237
17,COL17A1,0.64,51,4.91E-235
17,C10ORF99,0.89,38.6,3.49E-224
17,VSIG2,0.88,43.3,3.03E-223
17,LGALS4,2.21,94.3,2.53E-213
17,PDZD3,0.47,30.5,1.49E-212
17,TMEM54,1.06,58.1,1.66E-212
17,ELF3,2.66,99.5,1.99E-209
17,SELENBP1,2.25,82.9,2.42E-203
17,MUC13,1.76,61,3.84E-203
17,MISP,0.7,63.8,7.04E-203
17,KRT19,1.58,84.8,1.29E-198
17,MYO1A,0.63,40,1.54E-194
17,CDX1,0.37,38.6,1.56E-194
17,SDCBP2,1.35,59.5,3.93E-191
17,HMGCS2,1.85,55.7,3.44E-190
17,CLDN7,1.1,71.4,1.82E-186
17,RND3,0.4,66.7,9.28E-186
17,ARHGEF35,0.37,53.3,2.42E-185
17,PRSS3,1.43,61,2.12E-182
17,FUT3,0.96,58.6,4.38E-181
17,ARL14,0.85,35.7,2.52E-180
17,EPCAM,1.37,89.5,2.74E-179
17,PIGZ,0.64,42.9,5.36E-178
17,TMC5,0.98,84.3,4.21E-175
17,SEMA3B,0.6,56.2,6.31E-175
17,PRAP1,1.91,58.6,1.40E-174
17,ARHGEF16,0.54,42.9,6.49E-173
17,MST1R,1.23,49.5,7.91E-172
17,DSP,0.4,70,4.06E-165
17,KRT18,1.76,96.7,4.78E-165
17,HIST1H3I,1.23,31.9,2.11E-163
17,ID1,1.66,74.3,1.73E-162
17,HEPH,0.33,40.5,3.10E-157
17,SLC6A8,0.38,36.7,1.28E-155
17,CLDN4,2.02,96.7,1.72E-151
17,SMIM22,1.3,80.5,1.47E-150
17,HIST1H3A,1.44,38.6,1.88E-149
17,SGK2,0.37,30,2.80E-149
17,TFF3,1.75,57.6,4.21E-149
17,FCGBP,0.71,57.6,2.96E-148
17,LGALS9C,0.53,34.3,1.33E-147
17,ATP2C2,1.15,47.6,1.38E-147
17,C15ORF48,1.74,70,1.71E-146
17,MICALL2,0.61,55.2,9.30E-144
17,EHF,1.16,52.4,3.36E-143
17,HIST1H2BI,0.66,17.6,3.55E-143
17,TMC4,0.85,51.4,4.06E-143
17,HIST1H3J,1.02,20,4.46E-142
17,CDX2,0.58,39.5,2.17E-140
17,ST14,0.64,66.7,1.10E-139
17,HES1,0.6,66.7,1.71E-139
17,MT1E,1.37,52.9,3.31E-139
17,LCN2,1.54,46.2,2.15E-138
17,PI3,0.74,29,3.50E-138
17,TRIM31,1.72,61,1.22E-137
17,CBLC,0.47,39,1.40E-137
17,LYPD8,1.16,36.2,2.75E-137
17,USH1C,0.7,46.7,2.01E-135
17,IFI27,2.04,84.8,3.07E-135
17,AGR3,1,42.4,1.15E-134
17,FAM84A,0.3,48.1,1.15E-134
17,HIST1H2AL,0.72,24.3,8.17E-134
17,TLN2,0.53,46.2,8.52E-134
17,TMIGD1,0.49,17.1,4.33E-133
17,HIST2H3D,1.05,29.5,1.04E-130
17,DUOXA2,0.45,14.3,1.97E-130
17,CA2,1.54,59,5.52E-130
17,HIST1H3F,1.09,16.2,3.94E-126
17,GUCY2C,0.49,38.1,4.64E-126
17,LAMB3,0.38,52.4,8.08E-126
17,PSG11,0.34,25.7,6.26E-125
17,TRIM15,0.35,31.9,1.28E-124
17,HIST1H2BH,0.83,35.2,1.43E-124
17,BAIAP2L1,0.73,71.4,2.37E-124
17,JUP,0.82,65.2,3.68E-123
17,CGN,0.78,59.5,4.27E-123
17,MTMR11,0.58,53.8,1.06E-122
17,CD24,1.34,81,1.78E-122
17,AOC1,0.43,47.6,6.54E-122
17,FRMD1,0.51,45.7,2.25E-121
17,HIST1H2AE,1.89,42.9,2.41E-121
17,TSPAN8,1.25,60.5,6.36E-121
17,NGEF,0.36,32.9,8.69E-121
17,ASS1,1.23,56.7,2.15E-120
17,EFNA1,1.1,52.9,5.35E-120
17,HIST1H4A,1.24,17.6,3.92E-119
17,PTPRF,0.78,60,6.81E-119
17,KRT8,1.82,99.5,2.71E-118
17,HNF4A,0.52,70.5,2.59E-117
17,HIST1H2AD,1.55,39,8.93E-117
17,HIST1H2BG,1.46,65.7,3.03E-116
17,CDC42EP5,0.25,25.7,7.77E-116
17,ITGB4,0.71,54.8,2.20E-115
17,MTRNR2L6,1.24,100,4.66E-115
17,MDK,1.26,56.7,1.29E-114
17,MTRNR2L8,1.85,100,2.51E-114
17,PKP3,0.69,39,4.34E-114
17,DST,1.53,85.2,4.73E-114
17,PRR15L,0.44,39.5,4.77E-114
17,RASD1,0.58,50,6.64E-114
17,CLDN23,0.34,27.6,6.69E-114
17,CLCA1,1.27,28.1,1.07E-113
17,PRSS12,0.36,31,2.14E-113
17,S100A14,0.57,41.4,3.64E-113
17,PIGR,1.32,84.3,1.17E-112
17,TJP3,0.75,50,2.10E-112
17,TRPM4,1.93,91.4,3.84E-112
17,CEACAM6,1.1,61,4.14E-112
17,NR1I2,0.58,26.2,4.63E-112
17,EPS8L2,0.93,65.2,5.51E-112
17,MTRNR2L1,1.52,100,8.34E-112
17,DDR1,0.59,53.3,9.66E-112
17,ADIRF,0.7,35.2,2.31E-111
17,MYH14,0.37,67.1,5.15E-111
17,HRCT1,0.28,21.9,1.44E-109
17,SPINT1,0.67,61.4,3.65E-109
17,ACHE,0.31,31.4,5.88E-109
17,MUC1,0.87,36.2,2.04E-108
17,SERINC2,0.33,54.8,6.47E-107
17,CKB,1.27,54.8,4.71E-106
17,FXYD3,1.68,79,9.23E-106
17,ARHGEF5,0.44,61.4,1.97E-105
17,PTPRC,-2.66,48.1,5.74E-105
17,LEKR1,0.91,55.2,7.40E-104
17,EEF1A1,-1.74,98.6,8.95E-104
17,PCK1,1.13,54.3,3.61E-103
17,ARHGDIB,-2.89,45.7,4.16E-103
17,NOXA1,0.32,41.9,6.83E-103
17,LAMA3,0.49,47.1,6.85E-103
17,TMEM171,0.27,27.6,4.42E-102
17,CDC42BPA,0.49,49,2.18E-101
17,SMIM6,0.3,16.2,2.95E-100
17,B2M,-2.01,100,4.11E-100
17,CA12,0.43,43.3,8.42E-100
17,ADM,1,53.3,8.48E-100
17,MGLL,1.49,76.7,1.01E-98
17,MYO15B,1.54,72.9,1.46E-98
17,LCP1,-1.69,29.5,5.69E-98
17,PLEKHG6,0.7,53.3,5.95E-98
17,KIAA1217,0.51,49.5,1.69E-97
17,DLL4,0.67,31,1.14E-95
17,HIST1H4D,0.97,12.9,1.32E-95
17,PPP1R14D,0.84,31.9,1.25E-94
17,SRGN,-3.16,54.3,1.50E-94
17,CDH17,1.07,77.1,7.41E-94
17,PRSS8,0.95,68.1,1.46E-93
17,CD53,-2.38,36.2,1.66E-93
17,EPHA2,0.65,36.7,1.71E-93
17,VIPR1,0.47,42.9,3.68E-93
17,PDE9A,0.47,27.1,5.01E-93
17,ARHGEF10L,0.31,49,8.13E-93
17,H1F0,0.53,54.3,2.96E-92
17,ADH1C,0.63,20.5,1.95E-91
17,LAPTM5,-2.11,40.5,4.08E-91
17,CYP4F12,0.89,44.8,1.50E-90
17,PLXNB1,0.9,44.8,5.20E-90
17,CORO1A,-2.14,25.7,2.12E-89
17,HIST1H3H,0.5,39.5,3.21E-89
17,LLGL2,1.2,80,8.25E-89
17,RAC2,-1.97,25.7,4.59E-88
17,REP15,1.14,17.1,5.40E-88
17,GPA33,0.58,47.1,5.46E-88
17,LGALS9B,0.35,26.7,7.26E-87
17,ERN2,1.26,68.1,4.35E-86
17,HCLS1,-1.45,15.7,2.00E-85
17,HIST1H2BL,0.39,11,2.30E-85
17,SFN,0.51,58.6,8.58E-85
17,TP53I3,0.7,45.2,3.14E-84
17,CD44,-2.04,46.7,2.13E-83
17,ST6GALNAC1,0.47,36.7,1.16E-82
17,S100A4,-2.21,18.6,2.94E-82
17,FUT6,0.61,45.2,3.32E-82
17,AIFM3,0.46,26.2,3.64E-82
17,ITGB2,-1.4,17.6,7.95E-82
17,MT-CO1,1.4,100,9.11E-82
17,RASEF,0.53,83.3,1.41E-81
17,TST,0.61,41,2.27E-81
17,TMPRSS4,1.2,72.9,7.25E-81
17,VIM,-1.94,35.2,1.32E-79
17,STK17B,-1.3,49.5,2.24E-79
17,LSP1,-1.51,30,7.68E-79
17,HIST1H2AB,0.56,13.3,8.24E-79
17,CYTIP,-1.56,16.7,4.89E-78
17,MT-CO3,1.41,100,5.00E-78
17,CAPN8,0.77,46.7,1.02E-77
17,SARAF,-1.91,52.9,1.27E-77
17,MUC17,0.26,38.6,2.23E-77
17,RPS3A,-1.43,77.1,2.30E-77
17,RPL7,-1.47,70.5,4.60E-77
17,EPS8L1,0.65,31.9,8.66E-77
17,STX19,0.57,21.4,1.36E-76
17,FYB,-1.33,15.2,1.77E-76
17,CD99,-1.52,20,1.84E-76
17,CD52,-2.4,11,4.17E-76
17,EGR1,0.84,96.2,1.25E-75
17,HIST1H4E,0.73,39,7.28E-75
17,MUC5B,0.79,44.3,1.46E-74
17,MT-ND4,1.35,100,4.67E-74
17,C8ORF4,0.98,33.8,4.67E-74
17,IL2RG,-1.79,41,8.69E-74
17,TMPRSS2,0.78,54.8,1.03E-73
17,CCDC68,0.44,32.9,1.77E-73
17,FXYD5,-1.67,24.8,1.95E-73
17,GMFG,-1.22,11.4,2.61E-73
17,SMIM24,0.38,29.5,5.36E-73
17,CAMK2N1,0.27,55.7,7.07E-73
17,RPS4X,-1.3,71.9,3.38E-72
17,MT-ATP6,1.27,100,4.21E-72
17,ME3,0.47,31.9,5.16E-72
17,TMSB4X,-1.23,99,5.51E-72
17,MT-ND1,1.42,100,6.22E-72
17,MT-CO2,1.37,100,1.07E-71
17,EDN1,0.73,30.5,1.10E-71
17,PHLDA2,0.93,61,1.23E-71
17,LEFTY1,0.66,21,1.72E-71
17,MAST2,0.41,51.4,3.93E-71
17,WIPF1,-1.1,23.3,5.13E-71
17,UNC13B,0.26,35.2,1.38E-70
17,LAD1,0.39,36.7,1.65E-70
17,GDF15,1.55,51.4,2.08E-70
17,MT-ND2,1.46,100,4.14E-70
17,APOBEC3C,-1.18,23.8,7.79E-70
17,ACTB,-1.29,100,1.34E-69
17,EEF1G,-1.37,60.5,1.59E-69
17,MT-ATP8,1.33,98.1,2.00E-69
17,MSN,-0.83,34.3,2.83E-69
17,DQX1,0.36,21.4,4.64E-69
17,RPL4,-1.22,72.9,5.84E-69
17,AGR2,0.92,59,6.24E-69
17,ARPC2,-1.37,81.4,9.18E-69
17,HIST1H2AH,0.81,25.2,1.72E-68
17,TSC22D3,-2.22,55.2,2.14E-68
17,CAPZA1,-1.1,39.5,3.58E-68
17,UCP2,-1.97,26.2,5.33E-68
17,PTPRCAP,-1.81,27.6,1.11E-67
17,RPL23A,-1.16,71,1.28E-67
17,ITGA4,-1.24,6.2,1.34E-67
17,PPP2R5C,-1.51,47.6,2.57E-67
17,CELF2,-0.82,20,4.48E-67
17,SLCO2A1,0.46,22.4,5.50E-67
17,UGDH,1.07,69.5,6.96E-67
17,HHLA2,0.57,29,7.83E-67
17,LIMD2,-1.36,13.8,1.07E-66
17,PLS1,0.91,52.4,1.35E-66
17,MT-CYB,1.16,100,2.52E-66
17,HNRNPA1,-1.23,67.1,6.99E-66
17,MT-ND4L,1.21,100,9.97E-66
17,LDHB,-1.81,22.4,1.30E-65
17,LINC01559,0.56,24.3,1.31E-65
17,RAB25,0.69,34.3,4.24E-65
17,RPL6,-1.14,67.1,4.62E-65
17,OAZ1,-1.17,77.1,6.20E-65
17,GPSM3,-0.75,4.8,7.84E-65
17,SAMSN1,-1.7,14.3,8.26E-65
17,IL10RA,-0.92,7.6,9.59E-65
17,CYP3A5,0.97,93.8,1.51E-64
17,HCST,-1.18,5.2,1.77E-64
17,MYO6,0.87,70,7.46E-64
17,FYN,-1.81,8.6,7.91E-64
