Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
6,PNPLA2,0.29,46.3,3.66E-249
6,CDKN3,0.35,25.6,7.96E-248
6,TSTD1,0.46,72.3,4.11E-247
6,CHCHD1,0.37,60.6,1.04E-246
6,RIOK3,0.31,51.7,5.57E-246
6,NDUFA12,0.46,75.4,6.00E-246
6,MTCH2,0.35,60.1,8.94E-246
6,MRPL13,0.37,58.8,4.62E-245
6,MX1,0.4,44.4,5.08E-245
6,BIRC5,0.28,25.2,3.14E-244
6,NDUFA9,0.34,59.3,4.52E-244
6,MKKS,0.31,60.6,7.65E-244
6,SAT1,0.37,93.6,3.53E-242
6,ZDHHC12,0.29,57.6,5.90E-242
6,PFKL,0.34,62.1,6.98E-242
6,DNM2,0.26,48.6,1.98E-241
6,UBE2S,0.36,43.2,2.00E-241
6,ARF1,0.52,83.4,5.67E-241
6,SLC25A3,0.56,88.4,6.75E-241
6,SDF4,0.42,70.5,1.09E-240
6,HINT2,0.37,62.9,4.67E-240
6,DNPEP,0.27,53.5,9.26E-240
6,NFU1,0.25,52.2,1.44E-239
6,PTGES2,0.26,49.3,1.91E-239
6,MRPL20,0.52,76.4,8.17E-239
6,ATP5H,0.52,83.5,9.36E-239
6,ARPC1A,0.36,66.9,1.03E-238
6,CDC20,0.34,20.8,6.46E-238
6,PSME2,0.57,83.6,1.69E-237
6,TOMM40,0.29,45.8,9.12E-237
6,C15orf48,0.29,58.1,4.30E-236
6,YBX1,0.55,93.7,4.70E-236
6,BCAP31,0.46,75.8,6.56E-236
6,UQCC3,0.33,57.6,1.06E-235
6,FAM136A,0.29,50.2,2.88E-235
6,PPA2,0.34,56.8,4.10E-235
6,CARD19,0.26,50.1,4.22E-235
6,TFG,0.36,62.2,5.60E-235
6,IPO5,0.27,43.5,1.85E-234
6,CD151,0.45,77.3,2.07E-233
6,TECR,0.45,72.1,2.18E-232
6,TIMM17B,0.27,54.8,8.32E-232
6,ARHGDIA,0.48,77.4,1.17E-231
6,NARS,0.33,62.4,1.69E-231
6,AHCY,0.26,48,9.68E-231
6,TIMM10,0.4,60.2,2.51E-230
6,BTG1,-1.42,60.7,5.08E-230
6,IDI1,0.34,54.6,9.08E-230
6,STIP1,0.3,50.2,2.08E-229
6,CCNB1,0.34,22.1,2.14E-229
6,RPL28,0.39,99.8,6.45E-228
6,ACTG1,0.56,98.2,6.72E-228
6,TIMM13,0.48,76.2,6.90E-228
6,MRPL18,0.36,62.6,2.40E-227
6,FKBP2,0.49,83.7,2.25E-226
6,SNRPA1,0.3,52.3,4.45E-226
6,FKBP3,0.36,62.9,6.16E-226
6,GNG5,0.52,83.8,5.66E-225
6,ACP1,0.4,69.8,8.88E-225
6,HNMT,0.28,55.8,9.46E-224
6,PLIN3,0.32,53,1.74E-223
6,SNRPD3,0.43,72.6,5.76E-223
6,COA4,0.32,58.7,7.45E-223
6,TMSB4X,-0.8,99.6,1.13E-222
6,RRBP1,0.57,74.6,7.90E-222
6,CCT3,0.49,71.4,1.25E-221
6,EIF3I,0.51,76,2.38E-221
6,RER1,0.44,72.6,3.41E-220
6,RALA,0.33,57.2,3.55E-220
6,FOSB,-1.28,26.8,7.38E-220
6,DSTN,0.32,91.3,5.00E-219
6,XIST,-0.97,3.5,1.21E-217
6,RPLP1,-0.42,99.6,3.28E-217
6,SERPINB6,0.39,66.5,8.04E-217
6,CIB1,0.46,80,6.99E-215
6,PDXK,0.27,52.1,1.37E-214
6,RPS3A,-0.54,97.5,6.93E-214
6,PRDX3,0.41,68.3,4.60E-213
6,CD74,-2.35,50.2,9.27E-213
6,PSMA5,0.42,67.7,7.11E-212
6,RPS10,-0.68,86.7,8.12E-212
6,LSM7,0.49,80.3,1.82E-211
6,SNRPE,0.51,79.8,6.88E-211
6,SLC25A39,0.36,62.8,1.72E-210
6,MRPL21,0.32,59,6.79E-210
6,SQSTM1,0.66,78.7,1.07E-209
6,ZBTB8OS,0.28,56,3.09E-209
6,HSP90AA1,0.5,95.1,3.84E-209
6,DYNLRB1,0.53,80.9,5.85E-209
6,GMFG,-1.01,5.4,1.62E-208
6,SPTBN1,0.33,69.3,1.77E-208
6,SCP2,0.46,78.5,2.64E-208
6,ATP5G1,0.51,78.1,7.55E-208
6,TIMM8B,0.44,73.2,1.76E-207
6,FAM173A,0.26,52.9,2.58E-207
6,NDUFS6,0.48,83.8,3.15E-207
6,BST2,0.52,80.1,1.63E-206
6,PRDX2,0.55,80.1,1.94E-205
6,SRPRB,0.28,49.9,3.75E-205
6,MRPL54,0.36,68.4,4.40E-205
6,MRPL4,0.28,53.3,5.96E-205
6,ZFP36,-1.18,53,6.34E-205
6,RPN1,0.37,68.6,1.13E-204
6,CHCHD3,0.26,47.1,3.25E-204
6,CYBA,0.47,93.4,4.41E-204
6,GYPC,-0.8,3.4,9.71E-204
6,CALM3,0.42,78.7,4.21E-203
6,NDUFB10,0.47,80.4,3.86E-202
6,SSBP1,0.47,76,1.20E-201
6,LAMTOR5,0.47,80.3,1.98E-201
6,STRA13,0.34,61.7,2.57E-201
6,THOC7,0.34,64.7,6.24E-201
6,ZFP36L1,-1.21,39.5,1.28E-200
6,METTL5,0.27,56.1,9.31E-200
6,MCTS1,0.35,62,1.01E-199
6,LY6E,0.52,80.3,9.51E-198
6,IFNGR2,0.27,57,2.30E-197
6,SUCLG1,0.36,65.5,3.11E-197
6,EBPL,0.33,49.9,3.20E-197
6,RPL18,0.32,99,9.33E-196
6,TCEB1,0.42,75.3,1.74E-194
6,NAPA,0.26,51.5,2.68E-193
6,C20orf24,0.36,64.1,6.22E-193
6,MFSD10,0.26,57.8,6.41E-193
6,POLR2H,0.27,55.4,3.43E-192
6,STOML2,0.36,64.6,2.03E-191
6,NDUFA4,0.47,91.9,2.79E-191
6,PSMB2,0.42,71.8,9.36E-190
6,PRDX5,0.43,88.1,1.32E-188
6,CCT2,0.36,60.4,2.20E-188
6,RPL34,-0.47,99,3.98E-188
6,LSP1,-0.96,6.4,4.95E-188
6,HSPB1,0.64,93.3,9.42E-188
6,MRPL3,0.29,53.4,2.75E-187
6,NDUFB6,0.34,65,3.90E-187
6,PDIA4,0.41,71.4,8.15E-187
6,GHITM,0.44,75.8,1.14E-186
6,SH3KBP1,0.34,62,7.10E-186
6,H1F0,0.32,49.8,7.41E-186
6,LSM3,0.43,72.6,9.98E-186
6,MZT1,0.25,43.1,3.14E-185
6,EIF1AX,0.44,79.4,8.89E-185
6,PSMD14,0.27,54.2,1.05E-184
6,LGALS1,-1.79,63.2,1.33E-184
6,MSN,-0.77,3.1,2.52E-184
6,AIMP1,0.34,64.2,6.37E-184
6,PSMD3,0.26,54.5,1.37E-183
6,RPL3,-0.45,97.7,1.69E-183
6,HLA-A,0.49,96.3,2.01E-183
6,MAD2L1,0.3,25.5,2.38E-183
6,PLEC,0.3,55.2,2.81E-183
6,BUD31,0.37,68.4,1.02E-182
6,CANX,0.42,75.7,2.27E-182
6,GSTO1,0.42,75.8,6.14E-182
6,NDUFB8,0.47,80.2,8.51E-182
6,EIF4G1,0.26,55.2,2.96E-181
6,CCT8,0.39,71.2,3.44E-181
6,EIF4EBP1,0.28,54.4,1.65E-180
6,MAGOH,0.3,61.7,5.67E-180
6,PTPRC,-1.14,2.9,1.19E-179
6,SERF2,0.35,98.7,1.62E-179
6,ZFP36L2,-1.13,54.7,1.90E-179
6,CCT7,0.38,66.9,2.16E-179
6,WDR1,0.35,72.2,2.75E-179
6,CD52,-1.78,7.2,3.64E-179
6,IFI35,0.3,50.7,5.89E-179
6,NDUFV2,0.43,74.7,3.26E-178
6,YWHAZ,0.46,81.7,5.09E-178
6,PRMT1,0.37,64,9.21E-178
6,LRP10,0.33,64.4,1.08E-177
6,SQRDL,0.25,55.3,2.05E-177
6,ATF4,0.55,78.2,3.73E-177
6,NUDC,0.41,71.1,3.95E-177
6,PPP1R7,0.26,58,4.78E-177
6,CCT6A,0.33,64.9,2.01E-176
6,CACYBP,0.39,63.5,4.08E-176
6,KDELR1,0.39,71.4,7.73E-176
6,ARHGDIB,-1.26,20.7,8.01E-176
6,MIEN1,0.28,62.9,1.96E-175
6,HNRNPAB,0.31,62.5,6.62E-175
6,PDLIM1,0.27,72.3,6.86E-175
6,LMAN2,0.39,75.5,1.55E-174
6,MRPL47,0.26,55.3,3.52E-174
6,BTF3,0.39,94,5.07E-174
6,YIF1A,0.33,62.7,2.30E-173
6,ATP5O,0.47,84,4.70E-173
6,C8orf59,0.37,70.6,6.95E-173
6,SNRPB,0.45,77.9,3.76E-172
6,UBB,0.43,95.6,4.27E-172
6,POLR2I,0.35,72.7,5.45E-172
6,C1orf43,0.34,66.8,6.65E-172
6,RTN3,0.3,65.3,1.54E-171
6,FNBP1,-0.68,1.4,4.21E-171
6,EDF1,0.43,90.6,5.13E-171
6,PSMA3,0.36,67,6.33E-171
6,MRPS15,0.32,62.4,7.57E-171
6,SNU13,0.41,82.6,2.10E-170
6,MLF2,0.27,60.7,3.65E-170
6,PFN1,0.38,96.3,7.14E-170
6,SBDS,0.33,71,8.27E-170
6,C16orf13,0.33,67.2,3.94E-169
6,CENPW,0.28,29.5,1.22E-168
6,VAMP8,0.35,80.1,1.30E-168
6,RPS5,0.38,98.5,6.51E-168
6,LDHB,-0.74,32.3,6.83E-168
6,MRPL27,0.28,61.6,7.02E-168
6,RPS27,-0.57,99.6,9.11E-168
6,OPTN,0.32,62,2.66E-167
6,CHMP5,0.38,69.9,8.95E-166
6,RANBP1,0.54,74.8,4.61E-165
6,TCF4,-0.86,2,4.97E-165
6,CD37,-1.12,3.3,5.93E-165
6,SH3BGRL3,0.46,93.3,9.91E-165
6,IGLC7,-0.55,18.1,1.82E-164
6,AUP1,0.32,68.1,1.90E-164
6,CLIC1,0.42,89.8,5.99E-164
6,C19orf24,0.29,60.7,1.43E-163
6,ADI1,0.31,64.5,4.96E-163
6,PTGES3,0.46,83.6,5.85E-163
6,EMP3,-1.02,28.7,6.35E-163
6,C14orf2,0.4,88.7,6.44E-163
6,CISD2,0.26,60.5,8.72E-161
6,RNF7,0.36,71.1,1.45E-160
6,CD164,0.41,76.3,3.05E-160
6,DBI,0.43,86.3,5.13E-160
6,TMED3,0.26,60.4,1.19E-159
6,PSMD8,0.4,74.9,1.76E-159
6,ISG20,0.46,68.8,5.92E-159
6,BANF1,0.37,73.2,5.94E-159
6,UBE2L3,0.36,73.9,8.54E-159
6,WBSCR22,0.25,57.9,7.50E-158
6,HSPA5,0.55,71.7,9.89E-158
6,MINOS1,0.42,82.7,1.17E-157
6,IFI27L2,0.36,78.3,1.59E-157
6,HLA-E,-0.75,70.4,3.76E-156
6,ATP5F1,0.38,75.3,4.49E-156
6,NDUFA3,0.41,82.8,7.32E-156
6,BAG1,0.28,60.2,1.15E-155
6,CD63,0.34,93.9,1.23E-155
6,CD48,-0.87,2.2,2.10E-155
6,TCP1,0.31,60.9,2.63E-155
6,PFDN2,0.34,71.4,2.84E-155
6,PSMB1,0.42,81.6,2.88E-155
6,RPS15,0.27,99.6,4.28E-155
6,TOP1,0.31,64.4,9.03E-155
6,TMEM167A,0.29,66.2,1.06E-154
6,ATP5J,0.4,85.4,1.58E-154
6,RPL8,0.29,99.3,7.49E-153
6,NOP10,0.39,81.4,1.86E-152
6,HMGB1,0.62,92.6,2.60E-152
6,IGLC2,-4.19,23.7,5.71E-152
6,MEF2C,-0.75,1.3,1.32E-151
6,NDUFA8,0.26,58.1,2.79E-151
6,MPC1,0.27,55.9,3.27E-151
6,NDUFB2,0.4,87.1,1.85E-149
6,TKT,0.31,67.8,8.26E-149
6,MRPS34,0.32,65.3,2.00E-148
6,NDUFC2,0.41,78.3,2.55E-148
6,SLC2A3,-0.91,3,1.80E-147
6,TXNIP,-1.03,63.2,1.90E-147
6,GOLGA4,0.25,58.7,4.86E-147
6,DGUOK,0.27,65.7,2.83E-146
6,CD69,-1.47,4.4,1.12E-145
6,ALDH2,0.25,56.2,1.47E-143
6,ENSA,0.29,72,1.65E-143
6,PDCD5,0.3,66.1,2.48E-143
6,EEF1D,-0.42,89.9,2.62E-143
6,MDH1,0.3,64.7,3.91E-143
6,HLA-B,0.42,96.7,2.80E-141
6,NR3C1,-0.61,1.3,8.04E-141
6,H2AFJ,0.32,73.3,9.43E-141
6,RGS1,-1.71,15.9,1.53E-139
6,SPP1,-1.42,32.9,2.19E-139
6,CD53,-0.83,3.8,1.60E-138
6,LAPTM5,-1.27,12,1.63E-138
6,RDX,-0.6,1.6,1.95E-137
6,DDX5,-0.58,75.3,4.26E-137
6,RAD23A,0.31,70.8,5.74E-135
6,FABP1,-0.51,51.2,1.49E-133
6,CYTIP,-0.81,3.7,2.69E-133
6,MTIF3,0.27,61.2,4.39E-133
6,SRP9,0.38,78.4,1.81E-132
6,EIF3J,0.29,65,2.09E-132
6,MORF4L2,0.31,70.2,8.20E-132
6,RPL36AL,0.31,91.5,4.36E-131
6,TUBA1B,0.5,86.1,1.76E-130
6,ZNHIT1,0.34,77.3,1.08E-129
6,SNRPN,-0.47,2.4,2.03E-128
6,EIF4A1,0.32,72.1,1.54E-127
6,PARK7,0.38,84,5.37E-127
6,ECH1,0.33,69.6,8.63E-127
6,BTG2,-0.94,27.2,9.13E-127
6,DYNLL1,0.39,87.7,2.12E-126
6,XRCC6,0.28,70.2,2.97E-126
6,SOD1,0.38,86.1,3.85E-126
6,COPE,0.38,80.2,4.07E-126
6,CD47,0.33,65.7,5.24E-126
6,RPN2,0.31,69.7,8.00E-126
6,SNRPD2,0.39,89.8,2.91E-125
6,MRFAP1,0.36,73.5,1.24E-124
6,HSP90B1,0.39,83.1,6.94E-124
6,LIMD2,-0.72,2,1.13E-123
6,TMED10,0.31,73.7,1.49E-123
6,PNRC1,-0.77,43.4,3.45E-123
6,CHMP2A,0.32,75.9,3.77E-123
6,PPP4C,0.27,68.6,4.60E-123
6,FXYD5,0.3,80.6,1.76E-122
6,CALD1,-1.89,9.2,3.37E-122
6,CNPY2,0.27,69.7,1.15E-121
6,SEPT6,-0.59,2.4,1.84E-121
6,TALDO1,0.31,72.6,2.92E-121
6,OCIAD1,0.27,68.4,3.74E-121
6,CNN3,-0.82,4.7,5.85E-121
6,SEPW1,0.3,80.2,6.24E-121
6,TAGLN2,0.32,87.1,8.44E-121
6,CALM2,0.32,90.6,2.45E-120
6,IFITM2,-0.95,48.1,4.10E-120
6,PSMD7,0.27,62.8,7.48E-120
6,ZFAS1,0.4,86.9,1.55E-119
6,CXCR4,-1.75,19.3,3.20E-119
6,RBMS1,-0.53,2.5,1.76E-118
6,SEC61B,0.34,85.5,6.06E-118
6,ATP5A1,0.36,74.8,6.43E-118
6,KLF6,-0.87,55.8,7.29E-118
6,EVL,-0.87,6.8,2.37E-117
6,PDIA3,0.34,78.5,2.40E-117
6,TMCO1,0.28,70.8,1.66E-116
6,PSMA7,0.35,87.7,1.92E-116
6,WIPF1,-0.56,2.7,2.74E-116
6,CLEC2B,-0.64,4.9,3.32E-116
6,MT-ND5,0.41,90.8,2.19E-115
6,MRPL41,0.28,73.5,2.33E-115
6,GLIPR1,-0.53,1.8,2.83E-115
6,CIRBP,-0.57,67.5,6.26E-115
6,NHP2,0.3,66.6,9.27E-115
6,MMP1,-0.47,23.2,1.21E-114
6,CLU,-0.65,47.2,3.06E-114
6,ITM2A,-0.73,1.9,8.67E-114
6,RPL12,-0.37,98.2,9.00E-114
6,ANAPC11,0.32,77.2,4.94E-113
6,CHMP4B,0.26,67.9,7.26E-113
6,PSMB7,0.28,71.7,1.04E-112
6,RPS4Y1,-0.78,1,1.09E-112
6,HCST,-1.13,8.8,5.83E-112
6,PPIB,0.35,86.2,5.96E-112
6,RNF181,0.27,69,8.45E-112
6,APRT,0.34,82,1.87E-111
6,UQCRFS1,0.28,66.1,5.74E-111
6,ESD,0.28,68.8,1.79E-109
6,PSMA4,0.34,75.2,2.12E-109
6,CCT4,0.26,65,1.47E-108
6,RPL13A,-0.35,99.5,1.65E-108
6,TRAC,-1.39,5.4,3.29E-108
6,CAPZA2,0.26,71.6,4.00E-108
6,HLA-DPA1,-1.74,16.8,3.12E-107
6,IGHA2,-2.67,0.9,1.71E-106
6,ZEB2,-0.61,1.7,3.18E-106
6,H2AFZ,0.46,81.1,6.15E-106
6,GPSM3,-0.66,6.2,6.77E-106
6,PSMB3,0.32,78.9,7.27E-105
6,TPM3,0.29,79.4,2.76E-104
6,AREG,-0.36,37.9,3.02E-104
6,CD27,-0.68,1.2,4.42E-104
6,ERH,0.33,79.9,9.68E-104
6,NDUFA2,0.28,76.7,9.75E-104
6,H3F3B,-0.44,85.6,1.01E-103
6,PGAM1,0.28,74.7,8.42E-103
6,FYB,-0.79,2,9.06E-103
6,HLA-DPB1,-1.74,17.4,9.93E-103
6,MAP1LC3B,0.3,66.2,3.59E-102
6,TMED9,0.28,74.6,5.00E-102
6,PSME1,0.33,85,2.10E-101
6,AKR1B1,-0.43,2.5,2.73E-101
6,CCNI,-0.53,71.4,3.24E-99
6,HNRNPC,0.3,82.7,4.08E-99
6,HIGD2A,0.28,75.5,1.30E-98
6,NUPR1,-0.92,7.8,2.70E-98
6,TGFB1,-0.43,2,3.47E-98
6,DAD1,0.29,80.6,7.03E-97
6,IGLC3,-3.66,17.8,1.31E-96
6,LCP1,-0.69,3,2.83E-96
6,RPL13,-0.31,99.6,5.34E-96
6,SF3B6,0.28,75.8,9.02E-96
6,TNFAIP3,-0.9,8.8,3.32E-95
6,HCLS1,-0.49,2.4,8.67E-95
6,NPM1,0.35,90.7,1.52E-94
6,EVI2B,-0.61,5.9,2.57E-94
6,LY96,-0.46,2.9,3.58E-94
6,CLTA,0.28,78.7,4.17E-94
6,METTL7A,-0.37,1.8,7.04E-94
6,CELF2,-0.62,10.2,1.45E-93
6,LSM5,0.3,68.3,8.69E-93
6,SERPINE2,-0.31,36.4,1.09E-91
6,RPS27A,-0.33,98.6,1.16E-91
6,GSTK1,0.25,76.5,2.09E-91
6,REEP5,0.25,71.2,3.76E-91
6,LTB,-1.48,5.6,4.21E-91
6,PTTG1,0.37,30.9,5.09E-91
6,PSMB6,0.28,69.2,7.16E-91
6,NCF1,-0.53,1.4,2.25E-90
6,PDIA6,0.31,77.3,7.15E-90
6,EVI2A,-0.45,1.3,9.96E-89
6,CD79A,-0.88,0.4,1.57E-88
6,ENTPD1,-0.49,1,3.63E-88
6,NDUFB7,0.27,82.7,1.31E-87
6,PRDM1,-0.59,5.9,6.99E-87
6,GADD45B,-0.83,17.7,9.67E-87
6,SERPING1,-0.86,6.3,1.29E-86
6,MT-CO2,0.32,98.9,4.82E-86
6,CALR,0.28,83.2,6.76E-86
6,RGS10,-0.69,17.8,8.07E-85
6,QKI,-0.38,2.1,6.90E-84
6,UQCRB,0.27,92.4,1.67E-83
6,PPP1R18,-0.49,5.8,2.21E-83
6,ATP5G2,-0.38,79.9,4.10E-83
6,GLIPR2,-0.39,2.2,1.11E-82
6,COL6A2,-1.36,8.9,1.91E-82
6,RORA,-0.55,1.3,2.09E-82
6,BEX4,-0.36,1.3,6.38E-82
6,GIMAP4,-0.57,1.2,8.05E-82
6,FAM127A,-0.34,1.6,1.26E-81
6,ACAP1,-0.7,7.9,4.64E-81
6,LBH,-0.48,1.5,7.38E-81
6,PRELID1,0.25,77.6,1.74E-80
6,CHST12,-0.38,4.1,6.73E-80
6,RAB32,-0.31,2.4,8.33E-80
6,SAMSN1,-0.68,3.1,1.45E-79
6,COX7A1,-0.53,1.9,2.50E-79
6,ERBB2IP,-0.3,1.4,1.11E-78
6,EMB,-0.42,1.6,1.78E-78
6,GLTSCR2,-0.5,74.1,2.70E-78
6,CD2,-1.02,3.2,5.09E-78
6,FKBP5,-0.52,6.6,4.42E-77
6,SUB1,0.27,87.9,4.84E-77
6,CD3D,-1.31,6.1,6.87E-77
6,ZNF706,0.25,69.1,1.03E-76
6,CCL18,-0.41,12.3,1.10E-76
6,GADD45GIP1,0.27,72.1,1.24E-76
6,TRAF3IP3,-0.47,1.2,1.96E-76
6,SPARCL1,-1.54,7.3,5.50E-76
6,CCDC80,-1.24,2.8,1.27E-75
6,ARID5B,-0.65,18.6,4.78E-75
6,BASP1,-0.35,0.6,4.90E-75
6,SELM,-0.87,33.1,1.42E-74
6,TMED2,0.26,78.6,2.11E-74
6,GIMAP7,-0.56,0.6,2.30E-74
6,VCAN,-0.8,3,2.40E-74
6,HLA-DRB1,-1.95,26,2.42E-74
6,GPR183,-0.68,2.9,2.60E-74
6,CMTM3,-0.37,2.3,2.74E-74
6,RHOH,-0.52,3.3,3.20E-74
6,A1BG,-0.3,1.1,3.96E-74
6,MT-ND4,0.32,98.5,6.09E-74
6,CLIC4,-0.39,4.6,7.58E-74
6,MT-ND1,0.28,96,1.05E-73
6,RAB34,-0.35,2.2,3.21E-73
6,LHFP,-0.47,0.8,3.98E-73
6,PLTP,-0.48,2.3,1.27E-72
6,ANXA6,-0.55,16.6,1.35E-72
6,TUBA1A,-0.77,19.5,1.79E-72
6,SDC2,-0.61,2.8,7.20E-71
6,TRMT112,0.26,80.7,7.69E-71
6,RAB31,-0.44,2.7,8.64E-71
6,MZB1,-1.07,1.8,8.96E-71
6,RCSD1,-0.38,0.7,2.22E-70
6,TSPAN4,-0.47,5.8,2.42E-70
6,CD3E,-0.83,3.3,4.79E-70
6,CXCL12,-0.8,1.5,5.37E-70
6,PLAC9,-0.92,1.2,8.86E-70
6,KLF9,-0.39,3.5,9.16E-70
6,SLA,-0.54,2.5,1.14E-69
6,MAF,-0.47,2.8,2.91E-69
6,HLA-DQA1,-1.25,5.3,3.20E-69
6,ALOX5AP,-0.88,7.2,3.28E-69
6,ID3,-0.98,18.1,4.97E-69
6,DOCK8,-0.41,2,9.82E-69
6,ETS1,-0.62,8.5,4.70E-68
6,HLA-DQB1,-1.14,9.7,2.39E-67
6,ITGB2,-0.65,5.7,4.96E-67
6,MFAP4,-0.97,1.8,8.40E-67
6,ARHGAP15,-0.41,1.1,1.39E-66
6,MEG3,-0.64,1.2,3.18E-66
6,GNAS,-0.53,53,7.49E-66
6,CCDC85B,-0.62,31.5,1.01E-65
6,MAGEH1,-0.28,1.2,1.18E-65
6,LAMA4,-0.41,2.2,1.87E-65
6,TBC1D10C,-0.44,1.3,5.48E-65
6,FHL1,-0.48,1.7,9.14E-65
6,FSTL1,-0.75,6.3,2.68E-64
6,IL7R,-0.91,2.4,2.89E-64
6,FXYD1,-0.74,1.8,3.62E-64
6,PRCP,-0.4,6.8,4.59E-64
6,TOMM7,-0.33,87,7.43E-64
6,TRBC2,-0.94,4.1,1.00E-63
6,CD3G,-0.59,0.6,1.26E-63
6,RPL22L1,0.31,68.6,1.51E-63
6,FGFR1,-0.32,1,2.54E-63
6,FERMT2,-0.3,0.8,2.85E-63
6,C1R,-1.17,7.1,3.77E-63
6,SOD2,-0.36,58.4,4.99E-63
6,FBLN1,-1.16,3.8,8.16E-63
6,APBB1IP,-0.32,0.5,2.35E-62
6,RGCC,-0.56,4.5,2.52E-62
6,TRIM22,-0.37,3.3,4.79E-62
6,ANKRD44,-0.37,1.5,3.86E-61
6,TIMP3,-1.15,10.9,4.23E-61
6,EFEMP2,-0.43,2.7,6.69E-61
6,A2M,-0.94,8.7,1.66E-60
6,CAV1,-0.95,7.8,2.29E-60
6,HLA-DMA,-0.77,10.9,2.41E-60
6,DERL3,-0.51,0.8,3.24E-60
6,CD79B,-0.51,1.5,4.38E-60
6,TMEM59,0.28,83.3,4.99E-60
6,FBN1,-0.51,2,1.08E-59
6,IL16,-0.29,1,1.62E-59
6,CTSF,-0.29,1.1,3.79E-59
6,SH3BGRL,-0.57,38.9,6.60E-59
6,EGR1,-0.86,23.8,8.22E-59
6,C1S,-1.13,8,1.13E-58
6,MT-ND2,0.29,97.5,1.56E-58
6,CFH,-0.47,2.2,1.66E-58
6,IER2,-0.71,53.5,1.97E-58
6,RPS15A,-0.28,98.9,2.51E-58
6,OLFML3,-0.43,1,8.65E-58
6,GPX3,-0.72,3,9.02E-58
6,CD40,-0.26,1.2,1.36E-57
6,CKB,-0.47,37.7,1.66E-57
6,CRTAP,-0.37,11.7,1.80E-57
6,CCDC69,-0.29,2.1,4.74E-57
6,HTRA1,-0.44,3.5,1.02E-56
6,NNMT,-0.93,10.4,1.08E-56
6,IGHM,-1.92,0.5,1.76E-56
6,NEAT1,-0.42,72.9,4.66E-56
6,EHD2,-0.29,1.9,5.44E-56
6,RBP1,-0.35,1.2,5.93E-56
6,CPQ,-0.36,3.9,1.00E-55
6,MCL1,-0.6,52.6,1.54E-55
6,IL10RA,-0.31,0.7,2.81E-55
6,TUBB6,-0.28,2.3,6.36E-55
6,IGHG4,-2.38,24.4,1.89E-54
6,RFTN1,-0.25,0.4,2.35E-54
6,TNFRSF17,-0.35,0.1,3.11E-54
6,WAS,-0.31,1.2,4.65E-54
6,SSPN,-0.41,4.4,1.03E-53
6,ABI3,-0.31,0.4,1.42E-53
6,PBX1,-0.35,4.1,1.67E-53
6,CCL5,-1.62,3.6,2.29E-53
6,FERMT3,-0.32,2.5,2.90E-53
6,FGL2,-0.46,1.5,3.01E-53
6,ZNF331,-0.41,1.2,3.35E-53
6,NFIC,-0.49,13.9,3.92E-53
6,AL928768.3,-0.67,0.1,4.66E-53
6,RP11-347P5.1,-0.41,2.8,6.59E-53
6,ARL4C,-0.47,4.9,7.06E-53
6,ADAMTS1,-0.47,1.3,1.04E-52
6,NDN,-0.25,0.7,1.45E-52
6,SARAF,-0.48,66.2,3.23E-52
6,PDGFRA,-0.44,0.9,1.14E-51
6,AEBP1,-0.76,7.3,1.29E-51
6,CRISPLD2,-0.48,2.7,1.77E-51
6,S100A9,-1.09,23.8,1.80E-51
6,RUNX3,-0.36,1.2,2.10E-51
6,FBLN2,-0.43,0.7,2.87E-51
6,ACP5,-0.51,4.7,3.30E-51
6,COL14A1,-0.52,1.5,3.33E-51
6,PLEKHO1,-0.26,2,4.78E-51
6,KLRB1,-1.23,2.2,1.11E-50
6,IKZF1,-0.3,0.8,1.11E-50
6,MXRA8,-0.39,2.4,1.69E-50
6,THY1,-0.75,5.1,1.76E-50
6,FKBP10,-0.31,4.2,1.78E-50
6,ANKRD28,-0.61,15.4,1.85E-50
6,EID1,-0.62,58.2,4.41E-50
6,PMEPA1,-0.37,4.9,6.49E-50
6,STK17B,-0.6,16.3,7.24E-50
6,HLA-DMB,-0.54,2.9,7.55E-50
6,GSTM3,-0.29,3.1,1.14E-49
6,ZBTB16,-0.29,0.1,1.44E-49
6,GNG2,-0.32,1.9,1.65E-49
6,TAGAP,-0.31,0.6,1.94E-49
6,DLC1,-0.26,0.7,1.95E-49
6,FILIP1L,-0.48,4.4,1.96E-49
6,SPOCK2,-0.49,1.6,3.03E-49
6,MAP1B,-0.37,0.9,5.08E-49
6,PTN,-0.45,0.2,5.91E-49
6,NEXN,-0.31,0.9,1.43E-48
6,PDE4B,-0.29,1.4,1.50E-48
6,CRYAB,-0.79,2.6,1.65E-48
6,APOBEC3G,-0.4,3.4,2.00E-48
6,LRP1,-0.43,9.2,3.17E-48
6,SPARC,-1.76,27.7,4.72E-48
6,FMNL1,-0.28,1.5,5.48E-48
6,CPM,-0.28,0.7,5.81E-48
6,PTPN7,-0.41,3.2,1.26E-47
6,LCP2,-0.33,2,1.67E-47
6,SCPEP1,-0.4,9.6,2.35E-47
6,C6orf48,-0.53,44.7,2.85E-47
6,FOXN3,-0.32,9.5,3.24E-47
6,NID1,-0.31,1.3,4.19E-47
6,IKZF3,-0.34,0.9,4.78E-47
6,FXYD6,-0.26,0.7,5.64E-47
6,FBLN5,-0.32,0.7,7.36E-47
6,IGF1,-0.39,0.7,8.05E-47
6,CD7,-0.86,4.1,1.04E-46
