Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
13,TP53BP1,0.3,16.4,2.12E-19
13,HOTAIRM1,0.72,18.6,2.47E-19
13,PTBP3,0.36,42.6,3.23E-19
13,SYNJ2,0.33,15.9,4.15E-19
13,ADAP1,0.33,23.9,5.75E-19
13,PTPRK,0.3,19.5,6.55E-19
13,TRAF3IP1,0.26,13.5,8.60E-19
13,EFNA1,0.27,26.9,9.87E-19
13,FAM84A,0.29,11.2,1.00E-18
13,TNPO2,0.28,12.9,1.47E-18
13,BRD3,0.31,21.1,1.53E-18
13,MCM7,0.3,18.1,1.58E-18
13,TPI1,0.26,67.5,1.73E-18
13,S100A13,0.33,29.1,1.81E-18
13,VGLL4,0.34,23.6,2.07E-18
13,HNRNPA2B1,0.3,61.3,2.18E-18
13,GALNT6,0.29,16.3,2.43E-18
13,SLC9A3,-0.57,7,2.90E-18
13,QTRT1,0.28,14,2.90E-18
13,ZRANB2,0.37,48.7,3.00E-18
13,NSD1,0.36,23.6,3.44E-18
13,ASPH,0.32,21.2,3.99E-18
13,SPG7,0.32,21.1,4.31E-18
13,LARP1,0.4,36.2,4.74E-18
13,UGT2B17,-0.38,8.3,4.88E-18
13,CYC1,0.3,43.7,5.62E-18
13,CYB5A,0.35,33.3,7.00E-18
13,ASMTL,0.36,12.7,7.03E-18
13,CYP3A5,0.32,25.3,7.68E-18
13,TMEM176A,0.42,34,8.00E-18
13,HOOK2,0.3,15.4,8.04E-18
13,SUDS3,0.38,29.3,9.82E-18
13,C6orf132,0.28,14,1.15E-17
13,FNBP4,0.4,36.2,1.30E-17
13,CUX1,0.33,20.3,1.33E-17
13,HOXB7,0.3,22.7,1.36E-17
13,AMN,-0.31,19.4,1.58E-17
13,GATA6,0.29,16.1,1.90E-17
13,MPHOSPH8,0.39,51.8,2.03E-17
13,ZNF638,0.38,29.4,2.12E-17
13,IGF2R,0.27,13.7,2.12E-17
13,TTC3,0.38,47.1,2.35E-17
13,AL355338.1,0.27,11.3,3.21E-17
13,HNF4A,0.31,28.5,3.74E-17
13,PUM1,0.35,34.6,4.76E-17
13,KIF1B,0.36,15.4,6.09E-17
13,PDAP1,0.36,21.9,6.13E-17
13,CEACAM1,-0.54,11.1,6.20E-17
13,ARHGAP26,0.36,25.2,7.76E-17
13,KCNQ1OT1,0.46,49.9,9.03E-17
13,SLC25A36,0.39,31.7,1.11E-16
13,SNHG8,0.36,46.7,1.23E-16
13,CDC42EP1,0.29,15,1.25E-16
13,SLC25A13,0.32,19.3,1.25E-16
13,GADD45G,0.36,21,1.38E-16
13,HMGXB3,0.37,20.2,1.53E-16
13,GSE1,0.35,25.9,1.99E-16
13,IGHA1,-2.3,47.8,2.60E-16
13,MLLT6,0.32,27.1,2.61E-16
13,RBM25,0.31,58,2.76E-16
13,TACC2,0.3,16.6,3.00E-16
13,DEFB1,0.67,10.3,3.43E-16
13,CLUH,0.32,19.1,3.57E-16
13,WDR6,0.35,23,3.57E-16
13,IL13RA1,0.59,25.2,4.64E-16
13,SPAG9,0.46,37,5.40E-16
13,LUC7L,0.36,23.6,6.11E-16
13,SLC4A2,0.28,13.3,6.18E-16
13,REG4,0.54,12.9,6.27E-16
13,PIBF1,0.27,14.5,6.73E-16
13,BRD7,0.36,32.9,6.75E-16
13,PAXIP1-AS1,0.26,13.4,7.08E-16
13,VPS13A,0.33,28.4,8.42E-16
13,LPGAT1,0.33,22.5,8.70E-16
13,NHP2,0.35,32,1.08E-15
13,PACS2,0.29,14.8,1.25E-15
13,CEBPB,0.44,44.4,1.56E-15
13,KIF3B,0.31,23,1.87E-15
13,SETD2,0.37,35.7,1.87E-15
13,MRPS26,0.35,27.2,2.13E-15
13,MGAT5,0.32,20.3,2.18E-15
13,NFAT5,0.38,27.4,2.19E-15
13,TCERG1,0.31,28.1,2.33E-15
13,RSL1D1,0.34,36.1,2.50E-15
13,EFNB2,0.3,29.6,3.02E-15
13,FOXA1,0.25,13.3,3.40E-15
13,SERPINB6,0.33,35.1,3.42E-15
13,NEK3,0.27,13.9,3.67E-15
13,IWS1,0.34,20.8,3.77E-15
13,HIST1H4E,0.36,14.4,4.00E-15
13,CHD3,0.31,23.2,4.10E-15
13,ADD3,0.33,34.4,5.11E-15
13,PRKCA,0.3,15.9,5.36E-15
13,CASZ1,0.28,12.3,6.23E-15
13,EIF3G,0.33,49.1,6.27E-15
13,PARD3,0.28,16.2,8.61E-15
13,IFI6,0.88,23.9,8.80E-15
13,RBM26,0.37,27.2,9.62E-15
13,UCKL1,0.3,18.4,1.04E-14
13,BRD9,0.36,24.7,1.11E-14
13,MFSD14C,0.3,17.5,1.20E-14
13,SINHCAF,0.32,24.8,1.20E-14
13,ARL6IP4,0.34,56,1.34E-14
13,PFKL,0.3,39.6,1.35E-14
13,GON4L,0.33,26.2,1.85E-14
13,CARD10,0.29,14.1,1.89E-14
13,ZNF507,0.27,12.1,1.93E-14
13,LPIN3,0.26,16.1,1.96E-14
13,INF2,0.33,28.5,2.15E-14
13,BICDL2,0.26,26.2,2.17E-14
13,ANKRD26,0.3,16.5,2.31E-14
13,ZNF428,0.42,24.3,2.31E-14
13,MAML3,0.29,12.5,2.67E-14
13,BOP1,0.28,13.8,2.70E-14
13,NUMA1,0.33,29.8,2.78E-14
13,R3HDM2,0.33,22.1,2.82E-14
13,LONP1,0.32,16.8,3.40E-14
13,RND3,0.35,29.8,4.95E-14
13,HECTD4,0.26,13.7,5.22E-14
13,VPS13C,0.36,39.9,5.75E-14
13,EIF4G1,0.38,35.6,6.43E-14
13,AP3D1,0.39,31.1,7.11E-14
13,CTTN,0.3,27.3,7.28E-14
13,PKP2,0.27,22.4,8.97E-14
13,ING5,0.3,16.3,9.43E-14
13,DDR1,0.26,26.1,9.71E-14
13,ATP11A,0.26,12.8,1.07E-13
13,MID1,0.25,10.8,1.15E-13
13,SET,0.26,51.5,1.28E-13
13,RUNX1,0.34,16.8,1.40E-13
13,TMPRSS4,0.27,28.2,1.60E-13
13,PPP2R1A,0.32,33.6,1.62E-13
13,DDX46,0.33,42.9,1.64E-13
13,MT1E,-0.72,27.6,1.67E-13
13,CDCP1,0.34,19,1.68E-13
13,GOLGA8A,0.32,19.9,1.73E-13
13,METTL26,0.38,34.7,1.88E-13
13,BZW2,0.25,20.7,1.96E-13
13,Z93241.1,0.56,23.1,1.96E-13
13,TNKS1BP1,0.28,13.7,2.49E-13
13,UBAP2,0.31,18.8,2.74E-13
13,CEP164,0.25,14.2,3.22E-13
13,HEBP2,0.33,38.5,3.23E-13
13,PTPRJ,0.46,16,4.38E-13
13,TBRG4,0.28,18.5,4.49E-13
13,FAAH,0.26,15,4.63E-13
13,MAML2,0.34,28.5,5.33E-13
13,ACTN4,0.25,46,5.39E-13
13,LRP6,0.26,11.2,5.50E-13
13,RCC2,0.31,21.3,5.97E-13
13,THOC2,0.37,36.8,7.03E-13
13,MZF1,0.26,14,7.25E-13
13,MRRF,0.25,14.2,7.92E-13
13,IMP4,0.4,22.5,8.79E-13
13,TFDP2,0.26,25.1,8.79E-13
13,ACAP3,0.27,12.1,9.76E-13
13,ZC3H13,0.35,35.4,9.76E-13
13,KCTD3,0.27,13.9,1.00E-12
13,AL355075.4,0.38,17.5,1.03E-12
13,RBM28,0.27,19.2,1.19E-12
13,GADD45GIP1,0.4,43.1,1.24E-12
13,TCEAL4,0.29,17,1.27E-12
13,HIST1H1E,0.4,18,1.35E-12
13,DMBT1,0.55,10.6,1.60E-12
13,CCT3,0.33,35.9,1.65E-12
13,OFD1,0.34,28.8,1.80E-12
13,PANK3,0.36,28.8,2.76E-12
13,NDUFS6,0.28,55.5,3.47E-12
13,FOXK1,0.26,14,3.64E-12
13,METAP2,0.35,35.9,3.85E-12
13,HEPACAM2,0.32,13.3,4.05E-12
13,PRPF40A,0.31,45.1,4.07E-12
13,HDLBP,0.31,48.5,4.47E-12
13,VSIG10,0.25,16.7,4.71E-12
13,CCL20,0.36,17.7,4.73E-12
13,DKC1,0.3,22.1,4.76E-12
13,GSK3B,0.33,21.7,5.00E-12
13,RAB40B,0.26,13.6,5.83E-12
13,NOP53,0.3,46.7,6.26E-12
13,SDC4,0.3,28.6,8.20E-12
13,DUSP8,0.28,19.4,8.60E-12
13,CSNK1G2,0.3,23.3,9.26E-12
13,RGP1,0.27,16.7,9.88E-12
13,TSC1,0.26,14.5,1.07E-11
13,TUFM,0.3,46.7,1.15E-11
13,MCM3AP,0.28,17.8,1.28E-11
13,SLC25A25-AS1,0.32,20.9,1.30E-11
13,IGKC,-2.59,79.8,1.31E-11
13,CLCN7,0.29,16,1.33E-11
13,STK38,0.38,24,1.69E-11
13,BOD1L1,0.35,48.6,1.79E-11
13,RAB13,0.27,25,1.98E-11
13,SFPQ,0.3,50.1,2.37E-11
13,MAP4K3,0.31,13.4,2.80E-11
13,C1orf131,0.31,22.3,3.03E-11
13,EMC10,0.31,33.4,3.03E-11
13,ZNF587,0.3,18.6,3.16E-11
13,CPSF1,0.27,15.9,3.70E-11
13,SPTAN1,0.31,32.9,4.03E-11
13,SRC,0.3,14.1,4.50E-11
13,ZFC3H1,0.35,24.1,4.62E-11
13,EPB41L2,0.31,16.7,4.82E-11
13,EML4,0.27,37,5.12E-11
13,LMO7,0.25,31.8,5.31E-11
13,UTRN,0.43,32.5,5.44E-11
13,HUWE1,0.35,28.8,5.46E-11
13,FUT3,0.26,23.7,5.51E-11
13,VPS36,0.36,30.8,5.73E-11
13,YWHAE,0.27,53.3,5.97E-11
13,ACSF3,0.28,14.3,7.33E-11
13,RNASE1,-0.45,10.6,7.74E-11
13,UPF2,0.42,39.9,8.02E-11
13,ID4,0.27,13,8.26E-11
13,AKAP11,0.33,22.2,8.56E-11
13,PRR14L,0.32,18.8,8.63E-11
13,HDAC2,0.34,24.6,8.73E-11
13,RABGAP1,0.28,18.3,9.09E-11
13,GATAD1,0.29,19.4,9.81E-11
13,HMGB3,0.28,15.9,9.92E-11
13,NSA2,0.28,46.4,1.02E-10
13,MTA1,0.28,16,1.37E-10
13,ALDH2,0.29,36.7,1.37E-10
13,GRAMD1A,0.26,14.3,1.42E-10
13,KMT2B,0.33,26.7,1.43E-10
13,GOLGA8B,0.26,12.3,1.46E-10
13,IPO5,0.29,19.6,1.68E-10
13,NHLRC2,0.26,15.3,1.80E-10
13,MAVS,0.3,27,1.95E-10
13,GALNT3,0.27,24.5,2.04E-10
13,DENND4C,0.27,19.2,2.15E-10
13,C4orf48,0.28,43.9,2.38E-10
13,ZFYVE16,0.32,21.5,2.60E-10
13,PON2,0.27,22.9,2.63E-10
13,ATP10B,0.27,18.7,2.79E-10
13,MUC2,-1.04,28.1,2.90E-10
13,PLA2G12A,0.27,13.8,3.26E-10
13,BRWD1,0.3,23.9,3.33E-10
13,CASK,0.25,21.5,3.39E-10
13,EGR3,0.36,16.5,3.49E-10
13,USP40,0.28,12.9,3.53E-10
13,GRASP,0.53,12.8,4.53E-10
13,PPP6R2,0.34,24.6,5.08E-10
13,PPARGC1B,0.27,12.2,5.78E-10
13,ACBD6,0.3,19.8,6.03E-10
13,TLE4,0.56,35.9,6.37E-10
13,USP22,0.31,24.1,6.54E-10
13,RASSF7,0.26,30.1,6.67E-10
13,PLXNB2,0.32,28.7,6.92E-10
13,ENO1,0.26,55.9,7.25E-10
13,PTGES2,0.31,24.2,7.65E-10
13,E4F1,0.27,13.4,7.72E-10
13,VPS8,0.25,10.3,9.17E-10
13,PCK1,-0.28,20.8,9.36E-10
13,PLEC,0.35,33.1,1.28E-09
13,KDM7A,0.28,23.4,1.31E-09
13,CDK11A,0.28,24.3,1.39E-09
13,HSP90AA1,-0.34,89,1.48E-09
13,NRDE2,0.28,16.2,1.50E-09
13,PBXIP1,0.62,24.5,1.54E-09
13,MBD3,0.32,16.8,1.57E-09
13,CCDC112,0.31,18.1,1.61E-09
13,OGT,0.35,32.9,1.64E-09
13,D2HGDH,0.26,17.6,1.80E-09
13,CARMIL1,0.3,14.7,1.85E-09
13,PCM1,0.33,36.1,1.91E-09
13,VARS,0.3,17,2.10E-09
13,ANKRD10,0.33,23.7,2.98E-09
13,NEO1,0.25,19.8,3.03E-09
13,RSBN1L,0.31,38.2,3.15E-09
13,NSD2,0.26,17.1,3.71E-09
13,SIPA1L1,0.28,22,4.16E-09
13,TET2,0.37,19.6,5.29E-09
13,MYO18A,0.26,10.5,5.79E-09
13,ZNF407,0.31,15.3,6.60E-09
13,CEBPZ,0.28,32.8,7.42E-09
13,FZD5,0.26,25.3,8.52E-09
13,CLRN3,0.32,19.6,9.81E-09
13,RASD1,0.32,24.2,1.28E-08
13,ZFPM1,0.27,16.1,1.48E-08
13,HECTD1,0.31,29.4,1.62E-08
13,CCND2,0.26,35.4,1.76E-08
13,SNRNP200,0.3,29,2.01E-08
13,ADAM15,0.25,20.3,2.05E-08
13,PPP1R14B,0.28,27.3,2.06E-08
13,DDX21,0.25,45,2.17E-08
13,DUS1L,0.26,16.7,2.21E-08
13,LIMD1,0.27,10.7,2.25E-08
13,SENP6,0.31,30.3,2.54E-08
13,SMG6,0.29,20.9,2.91E-08
13,UBN2,0.31,18.9,2.98E-08
13,DNAJC2,0.28,20.4,2.98E-08
13,CCSER2,0.26,22.9,3.33E-08
13,GABPB1-AS1,0.26,19.3,3.51E-08
13,DDX27,0.29,29.6,3.91E-08
13,DIDO1,0.26,15.6,3.94E-08
13,FDFT1,0.31,25.4,4.20E-08
13,SF3B1,0.31,50.5,4.57E-08
13,REXO4,0.29,17.2,4.97E-08
13,MYSM1,0.32,23.6,5.09E-08
13,SMARCC2,0.28,22.8,6.22E-08
13,CCDC6,0.29,23.3,6.23E-08
13,EEF1D,0.3,48.6,6.52E-08
13,PER2,0.3,17.7,6.52E-08
13,EIF4EBP1,0.27,19.9,6.60E-08
13,ZFAS1,0.31,46.7,7.29E-08
13,OGA,0.32,34.4,7.98E-08
13,KIAA1109,0.29,29.3,8.09E-08
13,MBNL2,0.37,26.6,8.72E-08
13,CEP170B,0.26,17.4,1.09E-07
13,HIST1H2BH,0.34,14.7,1.17E-07
13,ECI1,0.28,36.4,1.19E-07
13,LUZP1,0.29,28.1,1.20E-07
13,ZMYM4,0.26,16.1,1.40E-07
13,AKAP8L,0.3,21.7,1.69E-07
13,PHIP,0.34,36.9,1.94E-07
13,AREG,-0.42,29.4,2.25E-07
13,PIEZO1,0.29,16.2,2.29E-07
13,HIST1H2AG,0.42,14.7,2.46E-07
13,KIAA2026,0.32,24.8,2.61E-07
13,CASP6,0.27,17.1,2.67E-07
13,ARHGEF16,0.3,17.7,2.70E-07
13,NSD3,0.28,44.6,2.89E-07
13,CBX4,0.36,28.1,2.94E-07
13,DNAJC15,0.34,39.3,2.96E-07
13,CFAP97,0.27,21,3.43E-07
13,ARHGAP21,0.31,22.5,3.73E-07
13,TMEM87A,0.32,31,4.12E-07
13,AC087239.1,0.29,11.8,4.13E-07
13,TPCN1,0.26,18.4,4.78E-07
13,SREK1,0.32,28.1,4.81E-07
13,NCOR1,0.27,47,4.94E-07
13,TMEM176B,0.28,33.7,5.00E-07
13,RNF169,0.27,15.8,5.25E-07
13,ACADVL,0.29,45.8,6.21E-07
13,GPCPD1,0.29,21.8,6.56E-07
13,RIF1,0.33,25.2,7.61E-07
13,PSME4,0.28,16.5,7.78E-07
13,AKAP17A,0.35,29.5,1.11E-06
13,TRAF7,0.27,19.1,1.15E-06
13,BRD1,0.31,22.3,1.27E-06
13,LARS,0.26,26.3,1.34E-06
13,TGOLN2,0.25,47.5,1.86E-06
13,ABCC3,0.26,24,2.02E-06
13,PRPF6,0.32,28.5,2.34E-06
13,KHDC4,0.27,15.5,2.42E-06
13,DDX18,0.26,45,2.48E-06
13,TRIP11,0.31,33.6,2.50E-06
13,EPHA2,0.26,12.3,2.67E-06
13,ITGB5,0.27,13.3,3.06E-06
13,CUL4A,0.25,18.3,3.31E-06
13,HSD17B12,0.29,25.4,3.49E-06
13,PLOD3,0.28,16.8,3.68E-06
13,MTREX,0.27,18.7,3.85E-06
13,RBCK1,0.29,18.4,4.34E-06
13,ECPAS,0.26,15.6,4.46E-06
13,KLK1,-0.29,20.3,4.75E-06
13,AK3,0.29,28.7,6.53E-06
13,SCAF11,0.27,38.6,6.92E-06
13,TTC37,0.3,25,7.12E-06
13,MRPS34,0.29,37.4,8.46E-06
13,SELENBP1,-0.27,33.9,8.55E-06
13,TST,-0.25,29.3,9.45E-06
13,MRPS5,0.26,25.7,9.75E-06
14,CENPF,2.01,81,0
14,MKI67,1.98,84.4,0
14,TOP2A,1.67,74.2,0
14,PCCA,1.39,60.3,0
14,RNF43,1.24,69.9,0
14,HMGB1,1.22,97.7,0
14,GPX2,1.21,88.6,0
14,LCN2,1.21,74.8,0
14,HMGA1,1.2,84.8,0
14,SCD,1.2,65.4,0
14,SLC12A2,1.18,87.8,0
14,LCN15,1.17,40.6,0
14,ATAD5,1.14,63.4,0
14,HSPD1,1.13,95,0
14,PTMS,1.09,78.5,0
14,ENO1,1.08,92.4,0
14,SOX9,1.06,78.6,0
14,GSTP1,1.05,94.9,0
14,BRCA2,1.05,58.5,0
14,DEK,1.04,92.1,0
14,TPX2,1.03,60.7,0
14,EIF3B,1.01,80.5,0
14,CENPJ,1,56.4,0
14,TUBA1B,1,91.9,0
14,WDR34,1,68.2,0
14,FERMT1,0.98,73.2,0
14,DKC1,0.97,72.8,0
14,DPEP1,0.97,53.2,0
14,PRKDC,0.96,83.2,0
14,NOP56,0.95,82.4,0
14,GAPDH,0.95,98.4,0
14,FASN,0.95,65.9,0
14,SET,0.95,88.4,0
14,MCM7,0.94,69.1,0
14,TRAP1,0.94,68.8,0
14,GGH,0.92,62.9,0
14,DSP,0.91,90.1,0
14,PERP,0.91,80,0
14,PKM,0.91,87,0
14,SMC1A,0.91,74.7,0
14,TUBB,0.9,81.6,0
14,SOX4,0.9,92.6,0
14,BIRC5,0.9,54.8,0
14,CENPE,0.9,46.3,0
14,ASPM,0.89,44.7,0
14,PAICS,0.89,69,0
14,NCL,0.89,95.2,0
14,MCM4,0.89,58.2,0
14,RPL35,0.89,99.2,0
14,KNOP1,0.89,74,0
14,ASCL2,0.88,53.9,0
14,HMGB3,0.87,63.3,0
14,LDHB,0.87,75,0
14,GGCT,0.87,68.1,0
14,FBL,0.87,80.6,0
14,IGFBP2,0.87,69.2,0
14,MYC,0.87,64.1,0
14,GDF15,0.86,56.7,0
14,MCM3,0.86,62.7,0
14,PHLDA2,0.85,74.7,0
14,PCNA,0.85,64.3,0
14,IFITM3,0.84,79.8,0
14,XRCC2,0.84,42,0
14,IPO5,0.84,66.5,0
14,RANBP1,0.84,76,0
14,CDCA7,0.84,57.5,0
14,PTTG1,0.83,54.7,0
14,S100P,0.83,76.4,0
14,PHB,0.83,71.3,0
14,CCNB1,0.83,46.3,0
14,ECT2,0.82,55.7,0
14,PSMB7,0.82,75.9,0
14,MLEC,0.82,78.1,0
14,POLD2,0.82,64.9,0
14,NUCKS1,0.82,90.1,0
14,SURF6,0.81,66.7,0
14,CCDC34,0.81,59.7,0
14,HMGB2,0.81,77.6,0
14,PLCB4,0.81,57.2,0
14,AHCY,0.81,67.2,0
14,TKT,0.8,75.3,0
14,HELLS,0.8,51.6,0
14,CCT5,0.8,77.4,0
14,PSMA7,0.79,88.5,0
14,MRPS34,0.79,79.4,0
14,SRPK1,0.79,72.1,0
14,TGFBI,0.79,59.2,0
14,RAN,0.78,86.1,0
14,MACC1,0.78,57.6,0
14,CEACAM6,0.78,71.5,0
14,PPA1,0.78,81.7,0
14,SNRPF,0.77,74.3,0
14,GOLIM4,0.77,78.2,0
14,CDC20,0.77,48.4,0
14,ENC1,0.77,62,0
14,BRI3BP,0.77,65.4,0
14,CCT6A,0.77,78.1,0
14,CCT7,0.76,72.4,0
14,UBE2C,0.76,40.8,0
14,CD24,0.76,85.2,0
14,HNRNPAB,0.75,87.2,0
14,NHP2,0.75,70.4,0
14,KIF20B,0.75,56.7,0
14,TPI1,0.75,93.1,0
14,SERBP1,0.75,90.9,0
14,TOMM40,0.75,63.9,0
14,SMC4,0.75,66.4,0
14,ITGA6,0.74,79,0
14,CCT2,0.74,72,0
14,EIF4G1,0.74,78.2,0
14,CYC1,0.74,81.2,0
14,SSRP1,0.74,67.9,0
14,FOXQ1,0.74,44,0
14,C19orf48,0.73,57.3,0
14,FAT1,0.73,71.7,0
14,EPHB3,0.73,44,0
14,TRIM28,0.73,76.9,0
14,WDR43,0.73,68.5,0
14,CBX5,0.73,66.7,0
14,PTBP3,0.73,79.6,0
14,LRPPRC,0.72,71.5,0
14,IPO7,0.72,69.7,0
14,BAZ1B,0.72,72.7,0
14,TK1,0.72,51.3,0
14,HDGF,0.72,78.7,0
14,GADD45GIP1,0.72,78.8,0
14,CKAP5,0.72,55.5,0
14,FDFT1,0.72,65.6,0
14,SNRPD2,0.71,85.8,0
14,EIF2S2,0.71,81.6,0
14,TIMM13,0.71,78.4,0
14,KRT18,0.71,97.2,0
14,RABL6,0.71,77.5,0
14,SYNCRIP,0.71,70.5,0
14,CBX3,0.71,78.5,0
14,TRIM2,0.7,68.8,0
14,SMC2,0.7,58.9,0
14,EIF3A,0.7,87.2,0
14,RPS2,0.7,99.5,0
14,GOT2,0.7,60.9,0
14,SNRPD1,0.7,66.8,0
14,PGP,0.7,68.3,0
14,LBR,0.69,70.4,0
14,TFDP1,0.69,57.6,0
14,CCT3,0.69,75.2,0
14,PRSS56,0.69,24.9,0
14,CENPX,0.69,76.2,0
14,MET,0.69,53.6,0
14,ACTG1,0.69,98.6,0
14,HMGCS1,0.69,55.3,0
14,PPM1G,0.68,73.7,0
14,TUFM,0.68,82.6,0
14,EIF5B,0.68,87.9,0
14,CLSPN,0.68,41.2,0
14,CCND1,0.68,64.6,0
14,NORAD,0.68,79.8,0
14,RIF1,0.68,67.1,0
14,CDX2,0.68,71.1,0
14,CCT4,0.68,74.7,0
14,VDAC1,0.68,79.8,0
14,RCC2,0.67,63.4,0
14,PRPF40A,0.67,83,0
14,RAD21,0.67,78.7,0
14,CD320,0.67,63,0
14,PKP3,0.67,71.6,0
14,ILF3,0.67,77.8,0
14,PHB2,0.67,73,0
14,VARS,0.66,55.4,0
14,C21orf58,0.66,34,0
14,C1QBP,0.66,68,0
14,HES6,0.66,54.5,0
14,RSL1D1,0.66,75.5,0
14,MRPL57,0.66,78.5,0
14,CANX,0.66,80.2,0
14,PSMD7,0.66,69,0
14,IMPDH2,0.65,63.4,0
14,EHF,0.65,67.3,0
14,SAPCD2,0.65,46,0
14,NUDT1,0.65,59.1,0
14,LARP1,0.65,75.8,0
14,YWHAE,0.65,86.7,0
14,MRPS35,0.65,62.7,0
14,PUM3,0.65,62.1,0
14,PSMC3,0.65,68.7,0
14,PDIA4,0.64,79.6,0
14,IDH2,0.64,68.6,0
14,ZNF703,0.64,63.1,0
14,HDAC2,0.64,64.1,0
14,BRD7,0.64,71.5,0
14,RPL8,0.64,99.3,0
14,LSM5,0.64,68.4,0
14,VIL1,0.64,73,0
14,RNPS1,0.64,69.9,0
14,CDT1,0.63,44.9,0
14,CENPW,0.63,45.9,0
14,DDX21,0.63,85.7,0
14,EBNA1BP2,0.63,59.6,0
14,LSM7,0.62,83.1,0
14,PSMD14,0.62,64.1,0
14,DTYMK,0.62,52.3,0
14,HUWE1,0.62,66.6,0
14,ALPK3,0.62,31.2,0
14,PRRC2A,0.62,62.6,0
14,NOM1,0.62,52.9,0
14,ALYREF,0.62,61.1,0
14,SLC25A39,0.62,66.2,0
14,IGF2BP1,0.62,29,0
14,SNRPB,0.62,72.8,0
14,GPRC5A,0.62,72.8,0
14,RRM1,0.62,52.4,0
14,SPTBN1,0.61,84.6,0
14,MAD2L1,0.61,47.5,0
14,DCTPP1,0.61,62.6,0
14,GLO1,0.61,64.2,0
14,PDAP1,0.61,54.4,0
14,CSE1L,0.61,52.9,0
14,BDP1,0.61,75.5,0
14,HACD3,0.61,55.4,0
14,EPHB2,0.61,49.4,0
14,KARS,0.61,62.2,0
14,PGRMC1,0.61,67.4,0
14,NCAPD2,0.61,49.3,0
14,SERPINB6,0.6,73.6,0
14,BOP1,0.6,50.4,0
14,ONECUT2,0.6,31.3,0
14,PPP1R1B,0.6,65.6,0
14,SSB,0.6,69.5,0
14,QPRT,0.6,50.9,0
14,KIF4A,0.6,37.2,0
14,DLGAP5,0.6,35.2,0
14,XPO1,0.6,65.2,0
14,JUP,0.6,73.1,0
14,ETS2,0.59,77.1,0
14,TCOF1,0.59,46.4,0
14,METTL26,0.59,72.6,0
14,TUBA1C,0.59,58.2,0
14,HMMR,0.59,34.6,0
14,DNMT1,0.59,60.1,0
14,U2SURP,0.59,79.9,0
14,SUPT16H,0.59,68,0
14,HNRNPD,0.59,78.7,0
14,POLE3,0.59,62.3,0
14,GINS2,0.59,42.9,0
14,GAS6-AS1,0.59,29.2,0
14,ACLY,0.59,57.4,0
14,HIST1H1E,0.59,43.1,0
14,E2F3,0.59,49.1,0
14,MDH2,0.59,72.9,0
14,SLC25A10,0.59,48.2,0
14,METAP2,0.59,74.4,0
14,EIF4EBP1,0.58,56.2,0
14,RECQL4,0.58,31.6,0
14,GTSE1,0.58,34.4,0
14,DSTN,0.58,88,0
14,ROCK2,0.58,73.5,0
14,PRRC2B,0.58,66,0
14,EIF2S3,0.58,63.6,0
14,ESF1,0.58,69.1,0
14,MRPS2,0.58,54.7,0
14,SMS,0.58,63,0
14,STOML2,0.58,67.5,0
14,EBP,0.58,64.4,0
14,ACP1,0.58,67.4,0
14,NTMT1,0.58,57.5,0
14,CLTC,0.57,74.3,0
14,CD3EAP,0.57,40.4,0
14,IRAK1,0.57,55.5,0
14,SMARCD2,0.57,57.7,0
14,NONO,0.57,67,0
14,MLXIPL,0.57,34.9,0
14,CHTF18,0.57,35.5,0
14,NARS,0.57,69.4,0
14,ACTN1,0.57,64.6,0
14,PDZD8,0.57,62.6,0
14,MYBL2,0.57,38.4,0
14,HSD17B12,0.57,62.4,0
14,DIAPH3,0.57,33.9,0
14,DMAC1,0.56,60.2,0
14,CMSS1,0.56,50.8,0
14,NOTCH1,0.56,52.1,0
14,TAF1D,0.56,72.2,0
14,CDK1,0.56,32.7,0
14,ATAD2,0.56,43.6,0
14,CHD4,0.56,64,0
14,CDC6,0.56,36.3,0
14,ADGRG1,0.56,53.3,0
14,AC103702.2,0.55,68.8,0
14,S100A14,0.55,78.5,0
14,H2AFY,0.55,79,0
14,POLQ,0.55,32,0
14,HIST1H1B,0.55,29.3,0
14,EI24,0.55,61.1,0
14,CHD7,0.55,58.7,0
14,PLEKHA4,0.55,34.1,0
14,TMEM106C,0.55,60.8,0
14,NOP58,0.55,71.7,0
14,NSD2,0.55,52,0
14,CDK4,0.55,52.4,0
14,FANCI,0.55,38.9,0
14,ORC6,0.55,40.9,0
14,TYMS,0.55,39.2,0
14,CCDC137,0.54,51.1,0
14,CDK12,0.54,59.1,0
14,SNRNP200,0.54,67.4,0
14,MAP7,0.54,64.5,0
14,NFE2L3,0.54,48.2,0
14,GSPT1,0.54,77.1,0
14,PRDX3,0.54,66.2,0
14,DARS,0.54,63.1,0
14,SNHG19,0.54,48.5,0
14,LSM4,0.54,66.2,0
14,ADAM15,0.54,57.3,0
14,CUL4A,0.54,55.9,0
14,PITX1,0.54,44.4,0
14,CLUH,0.54,53.4,0
14,LONP1,0.54,49.5,0
14,VEGFA,0.54,74.7,0
14,EIF1AX,0.54,67,0
14,PTCD3,0.54,62.8,0
14,CKAP4,0.53,58.6,0
14,MMP7,0.53,16.6,0
14,SLIRP,0.53,62.6,0
14,TTF2,0.53,45.8,0
14,MRPS18B,0.53,58.9,0
14,KPNB1,0.53,57.9,0
14,UBE2T,0.53,40,0
